Tanggal,Bulan_File,Deskripsi,Debit,Kredit,Saldo_Berjalan_Terkoreksi,Kode_Akun_Lawan_Saran,Nama_Akun_Lawan_Saran,Confidence,Catatan
2026-07-16,Juli,Jasa bongkar ban B 9592 KIU,,100000,6466444,5210,Servis & Perbaikan Berkala,Tinggi,
2026-07-16,Juli,Jasa bongkar ban B 9939 FYZ,,100000,6366444,5210,Servis & Perbaikan Berkala,Tinggi,
2026-07-16,Juli,penambahan saldo,2500000,,8866444,1112,Bank BCA Operasional,Sedang,Deskripsi generik untuk dana masuk - diasumsikan top-up dari bank operasional
2026-07-16,Juli,uang makan reza 3 hari B 9550 CYU,,150000,8716444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-16,Juli,Pembelian sparepart B 9550 CYU,,509000,8207444,5220,Sparepart Armada,Tinggi,
2026-07-16,Juli,Admin bank,,2500,8204944,6210,Administrasi Bank,Tinggi,
2026-07-16,Juli,Pembelian WD untuk pasang mapel B 9550 CYU,,80000,8124944,5220,Sparepart Armada,Sedang,
2026-07-16,Juli,Pembelian ATK,,35000,8089944,6140,ATK & Cetakan Surat Jalan,Sedang,
2026-07-16,Juli,Pembelian makan minum saat sotirng di cilegon,,150000,7939944,5210,Servis & Perbaikan Berkala,Sedang,Konsumsi terkait pekerjaan servis
2026-07-16,Juli,pembelian BBM B 9140 SAL,,150000,7789944,5110,BBM Armada,Tinggi,
2026-07-16,Juli,Tol B 9140 SAL PP,,251500,7538444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-16,Juli,Pembelian BBM B 9140 SAL,,250000,7288444,5110,BBM Armada,Tinggi,
2026-07-16,Juli,Pembayaran pengurussan SJ hilang oleh kurir rahma dari Tunas,,200000,7088444,6140,ATK & Cetakan Surat Jalan,Sedang,
2026-07-17,Juli,Pembelian sparepart filter oli solar B 9550 CYU,,265000,6823444,5110,BBM Armada,Tinggi,
2026-07-17,Juli,Uj ngepok 1x rit B 9550 CYU Reza,,180000,6643444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-18,Juli,Tol B 9140 SAL,,124500,6518944,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-18,Juli,Pembelian BBM B 9140 SAL,,200000,6318944,5110,BBM Armada,Tinggi,
2026-07-18,Juli,Pembelian makan dan minum dan bayar akomsmi di kalimalang storing B 9592 KIU,,50000,6268944,5210,Servis & Perbaikan Berkala,Sedang,Konsumsi terkait pekerjaan servis
2026-07-18,Juli,Uang masuk,2500000,,8768944,2153,Hutang Pemegang Saham,Tinggi (dikonfirmasi user),"DIKONFIRMASI USER (2026-08-21): BUKAN duplikat, memang 2 transaksi terpisah. | Deskripsi generik untuk dana masuk - diasumsikan top-up dari bank operasional | MENUNGGU KLARIFIKASI: sudah dicek silang ke mutasi BCA sekitar 18 Juli 2026, TIDAK ditemukan transaksi senilai Rp2.500.000 (tidak seperti item 2 Juli, tidak ada aturan default utk kasus ini) - lihat pertanyaan #3 di pesan chat. | Dikonfirmasi user: sudah dicek silang ke bank (tidak ketemu), diperlakukan sbg Hutang Pemegang Saham."
2026-07-18,Juli,uang masuk,2500000,,11268944,2153,Hutang Pemegang Saham,Tinggi (dikonfirmasi user),"DIKONFIRMASI USER (2026-08-21): BUKAN duplikat, memang 2 transaksi terpisah. | Deskripsi generik untuk dana masuk - diasumsikan top-up dari bank operasional | MENUNGGU KLARIFIKASI: sudah dicek silang ke mutasi BCA sekitar 18 Juli 2026, TIDAK ditemukan transaksi senilai Rp2.500.000 (tidak seperti item 2 Juli, tidak ada aturan default utk kasus ini) - lihat pertanyaan #3 di pesan chat. | Dikonfirmasi user: sudah dicek silang ke bank (tidak ketemu), diperlakukan sbg Hutang Pemegang Saham."
2026-07-18,Juli,Pembelian e toll u/ supir ke jatiasih B 9592 KIU,,100000,11168944,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-18,Juli,Uang bongkaran dari pioneer jatiasih B 9592 KIU,,70000,11098944,5170,Jasa Bongkar Muat/Loader,Sedang,PERLU VERIFIKASI - kemungkinan jasa bongkar muat di lokasi pelanggan
2026-07-18,Juli,Pembelian galon kosong 20L,,25000,11073944,6190,Bahan Kebersihan,Sedang,
2026-07-18,Juli,Pemblian solar ecer 40L B 9592 KIU,,320000,10753944,5110,BBM Armada,Tinggi,
2026-07-19,Juli,Grease 2 unit B 9550 CYU B 9939 FYZ,,200000,10553944,5240,Cuci Grease & Aksesoris Kecil,Sedang,
2026-07-19,Juli,Uang bongkaran di farika cakung B 9592 KIU,,50000,10503944,5170,Jasa Bongkar Muat/Loader,Sedang,PERLU VERIFIKASI - kemungkinan jasa bongkar muat di lokasi pelanggan
2026-07-19,Juli,"Pembelian sparepart untuks ervice B 9592 KIU, B 9549 CYU",,763500,9740444,5220,Sparepart Armada,Tinggi,
2026-07-19,Juli,Pembelian mapel angin jember B 9550 CYU,,25000,9715444,5220,Sparepart Armada,Sedang,
2026-07-19,Juli,Service 4 unit,,2200000,7515444,5210,Servis & Perbaikan Berkala,Tinggi,
2026-07-19,Juli,Pembelian makan dan minum untuk mekanik supir dll,,150000,7365444,5210,Servis & Perbaikan Berkala,Sedang,Konsumsi terkait pekerjaan servis
2026-07-19,Juli,Tol Ari PP B 9140 SAL,,92000,7273444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-19,Juli,Penggantiain toll B 9593 KIU Sukma,,200000,7073444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-19,Juli,Tambahan uang koordinasi / UJ ke betamix B 9550 CYU,,80000,6993444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-20,Juli,UJ Ngepok 2x rit B 9593 KIU Sukma,,360000,6633444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-20,Juli,Penggantian uang toll B 9549 CYU Yusuf,,630000,6003444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-20,Juli,Penggantian uang tol B 9593 kiu rENDY,,380000,5623444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-20,Juli,Penggantian uang tol B 9939 FYZ Asep,,580000,5043444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-20,Juli,Tambahan uang koordinasi / UJ ke JMP B 9592 KIU,,80000,4963444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-20,Juli,Tambahan uang koordinasi / UJ Ke jmp B 9549 CYU,,80000,4883444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-21,Juli,Tol Yusuf tujuan CMU SJ 012153,,50000,4833444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-22,Juli,Uang masuk,3500000,,8333444,1112,Bank BCA Operasional,Sedang,Deskripsi generik untuk dana masuk - diasumsikan top-up dari bank operasional
2026-07-22,Juli,BBM B 9140 SAL,,300000,8033444,5110,BBM Armada,Tinggi,
2026-07-22,Juli,Jasa ganti ban / bongkar pasang,,205000,7828444,5210,Servis & Perbaikan Berkala,Tinggi,
2026-07-22,Juli,Tol Ari PP B 9140 SAL,,92000,7736444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-22,Juli,Tambahan Uang koordinasi. UJ ke PIK 3 B 9550 CYU,,800000,6936444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-22,Juli,"Penggantian uang tol Aril B 9549 CYU SJ 5751, tiket 5722, Sj 58143, sj 10659, sj 10446, sj 10510",,360000,6576444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-23,Juli,Uang berobat Reza + Admin bank,,152500,6423944,5150,"Uang Jalan, Makan & Penginapan Sopir",Tinggi (dikonfirmasi user),Baris gabungan (uang berobat + admin bank) - split manual disarankan | Dikonfirmasi user: perlakukan sama seperti uang makan karyawan (meski deskripsi 'uang berobat').
2026-07-24,Juli,Uang jalan kosongan ke cilegon Aril B 9549 CYU,,400000,6023944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-24,Juli,Uang jalan kosongan ke cilegon Yusuf B 9592 KIU,,400000,5623944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-24,Juli,Pemasangan kaca film B 9592 KIU Yusuf,,250000,5373944,5220,Sparepart Armada,Sedang,
2026-07-24,Juli,"Uang jalan kosongan ke cilegon B 9593 KIU sUKMA, B 9939 FYZ Randy",,800000,4573944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-25,Juli,Uang jalan kosongan ke cilegon B 9592 KIU,,400000,4173944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-26,Juli,Uang jalan kosongan ke cilegon Randy B 9939 FYZ,,300000,3873944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-26,Juli,Uang jalan kosongan ke cilegon Sukma B 9593 KIU,,300000,3573944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-26,Juli,Uang jalan kosongan ke cilegon  Yusuf B 9593 KIU,,300000,3273944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-26,Juli,Uang jalan kosongan ke cilegon Reza B 9550 CYU,,400000,2873944,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-27,Juli,SALDO masuk,5000000,,7873944,1112,Bank BCA Operasional,Sedang,Deskripsi generik untuk dana masuk - diasumsikan top-up dari bank operasional
2026-07-27,Juli,Tol B 9140 SAL,,92000,7781944,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-29,Juli,Penggantian tol Sukma B 9593 KIU,,180000,7601944,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-29,Juli,Penggantian uang grease sukma B 9593 KIU,,100000,7501944,5240,Cuci Grease & Aksesoris Kecil,Sedang,
2026-07-29,Juli,Penggantian nuang tilang di BSD Randy B 9939 FYZ,,100000,7401944,8120,Denda & Penalti,Tinggi (dikonfirmasi user),Denda tilang - tidak ada akun spesifik di CoA | Dikonfirmasi user: perlakukan sama seperti denda/pinalti.
2026-07-30,Juli,Penggantian uang tol Randy B 9939 FYZ,,130000,7271944,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-30,Juli,Penggantian tol Reza / Asep B 9550 CYU,,150000,7121944,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-31,Juli (penyesuaian),"Piutang Pengurus (Antonius Arie) - selisih kas kecil belum terjelaskan per 31 Juli 2026, saldo fisik kas Arie = 0",,7000000,121944,1181,Piutang Karyawan,Tinggi (dikonfirmasi user),"Jurnal penyesuaian (bukan transaksi kas fisik) - dikonfirmasi user: karena saldo kas kecil di tangan pengurus (Arie) sudah 0 sementara pembukuan seharusnya masih ada Rp7.000.000, direktur menganggap ini piutang pengurus kepada perusahaan."
